Author#hide,publication_date#info,ID#info,title#info,keywords_thematic#multi,Keyword: Geologic Time Tier 1#multi,Keyword: Geologic Time Tier 2#multi,Keyword: Discipline Tier 1#multi,Keyword: Discipline Tier 2 Human#multi,Keyword: Discipline Tier 2 Scraped#multi,resource_url#link,DataType,resource_type#multi,description#info,Services#multi,originator_contact_org_name#info,originator_contact_email#info,Comments#info,Software >Language#info,Software >Operating System#info,Software >Version#info,Software> Licence#info,REPOSITORIES#info,originator_contact_city#info,originator_contact_state#info,originator_contact_zip#info,Repository >Mailing_Address >Country#info,Repository >Physical_Address >Street#info,Repository >Physical_Address >City/Town#info,Repository >Physical_Address >State/Province#info,Repository >Physical_Address >Zip#info,Repository >Physical_Address >Country#info,Repository >Collection Type,Repository >Curator#info,Databases >Endpoint API#info,Databases >Last Update Date#info,Databases >Funding Organization#info,#name,#img,#href
Ryan Author: Dr. Brenda Hunda,,c4p/nsf-gov/0001587, The Cincinnati Museum Center (Vertebrate),"fossils, facility, vertebrate, analysis, invertebrate, collections",,,Museums/Centers ,"paleontology, geosciences, data","paleontology, Geology, vertebrate, Energy, Paleontology, Vertebrate, analysis, Invertebrate, Anthropology, zoology, Exploration, Zoology, invertebrate, archaeology, Resources",http://www.cincymuseum.org/research,,repository,"The Vertebrate Paleontology Collection of Cincinnati Museum Center is particularly strong in local (Ohio, Indiana, Kentucky) Pleistocene and Holocene fossils, including material from Big Bone Lick, Kentucky (the birthplace of American Vertebrate Paleontology). Holdings from the Devonian Cleveland Shale of Ohio and equivalent units in New York and Kentucky, Mesozoic marine vertebrates, and juvenile sauropods from the Morrison Formation Montana are strengths. There are over 100 type, figured, and referred specimens in the collection.",,,,,,,,,1301 Western Avenue,Cincinnati,Ohio,45203,USA,760 West 5th Street,Cincinnati,Ohio,45203,USA,Invertebrate Paleontology; Vertebrate Paleontology; Type Specimens; Paleobotany,Dr. Brenda Hunda; Dr. Glenn Storrs; bhunda@cincymuseum.org; gstorrs@cincymuseum.org,,,, The Cincinnati Museum Center (Vertebrate),Repository.JPG,http://www.cincymuseum.org/research
Ryan,,c4p/nsf-gov/0001588,New Mexico Museum of Natural History and Science (Paleontology),"fossils, collections",,,Museums/Centers ,"paleontology, geosciences, data, marine geoscience, paleobiology","paleontology, Astronomy, Exploration, Resources, Paleontology",http://www.nmnaturalhistory.org/paleontology,,repository,Repository of fossils. For more information please visit the website. ,,,,,,,,,1801 Mountain Road NW,Albuquerque,New Mexico,87104,,,,,,,,"Tom Williamson, PhD: thomas.williamson@state.nm.us; Spencer Lucas, PhD: spencer.lucas @state.nm.us",,,,New Mexico Museum of Natural History and Science (Paleontology),Repository.JPG,http://www.nmnaturalhistory.org/paleontology
Ryan,,c4p/nsf-gov/0001595,The Museum of Natural and Cultural History (University of Oregon),"images, fossils, coastal",,,Museums/Centers ,"paleontology, geosciences, collections, zoology, Earth Science","Anthropology, Zoology, Paleontology, Vertebrate, Geology",http://natural-history.uoregon.edu/collections/web-galleries/condon-collection,,repository,"Repository of fossils. The paleontology collection contains fossils from all continents, including several specimens from the Ediacaran of Australia and from the Cretaceous of Antarctica. Long known as the Condon Museum, the paleontology collections include the personal fossil collection of Thomas Condon, first professor of Geology and Natural Sciences at UO in 1876. Most of the specimens are fossil mammals, although significant numbers of other vertebrates, invertebrates, plants, and microfossils are also housed. The majority of fossils are from Oregon, including: The John Day Fossil Beds, The Oregon Coast, The Oregon Coast Range, and The Juntura Area.
",,"Edward Davis, PhD, edavis@uoregon.edu",,,,,,,1680 E. 15th Ave. ,Eugene,Oregon,97403-1224,USA,,,,,,,Edward Davis: edavis@uoregon.edu,,,,The Museum of Natural and Cultural History (University of Oregon),Repository.JPG,http://natural-history.uoregon.edu/collections/web-galleries/condon-collection
Ryan,,c4p/nsf-gov/0001596,Idaho Museum of Natural History,"United States, geology, Osteology, collections, analytical",,,Museums/Centers ,"paleontology, geosciences, collections, zoology","Ichthyology, Botany, Biology, evolutionary, Geology, Vertebrate, Paleobotany, Osteology, biology, Invertebrate, Anthropology, environmental, Paleontology, geology, data, Archaeology",http://imnh.isu.edu/home/index.php/collections-and-research/collection-information/,,repository,"Repository of invertebrate fossils. The repository contains sponges, corals, trilobites, insects, crustaceans, clams, snails, chitons, bryozoans, brachiopods, starfish, sea urchins, sand dollars, and crinoids. We also have collections of trace fossils, including the tracks, trails, borings and burrows of ancient organisms. ",,,,,,,,,,,,,,,,,,,,,,,,Idaho Museum of Natural History,Repository.JPG,http://imnh.isu.edu/home/index.php/collections-and-research/collection-information/
Ryan,,c4p/nsf-gov/0001597,The University of Montana (Paleontology Center),,,,Museums/Centers ,"paleontology, geosciences, collections, zoology, paleobotany ",Paleontology,http://www.cas.umt.edu/paleontology/collections.cfm,,repository,"Repository of vertebrates and invertebrate fossils. Choose from Cephalopods, Echinoderms, Conodonts, Fusilinids, Corals, Trilobites, Brachiopods, Large Mammals, micromammals, Paleobotany, etc.",,,,,,,,,,,,,,,,,,,,,,,,The University of Montana (Paleontology Center),Repository.JPG,http://www.cas.umt.edu/paleontology/collections.cfm
Ryan,,c4p/nsf-gov/0001598,The University of Iowa (Paleontology Repository),,,,Museums/Centers ,"paleontology, repository, collections, geosciences, paleobotany ","Geochronology, Paleontology, Sedimentary, Geology, Environmental, Resources",http://clas.uiowa.edu/ees/facilities/paleontology-repository,,repository,Repository of North American dinosaur fossils. ,,,,,,,,,,,,,,,,,,,,,,,,The University of Iowa (Paleontology Repository),Repository.JPG,http://clas.uiowa.edu/ees/facilities/paleontology-repository
Ryan,,c4p/nsf-gov/0001599,The Museum of the Rockies,"fossils, United States, collections, Cretaceous",,Cretaceous,Museums/Centers ,paleontology,Regional,http://www.museumoftherockies.org/Collections/Dinosaurs.aspx,,repository,"Repository of fossils. The repository contains microfossils, macrofossil invertebrates, vertebrates, plant microfossils, and plant macrofossils.",,,,,,,,,,,,,,,,,,,,,,,,The Museum of the Rockies,Repository.JPG,http://www.museumoftherockies.org/Collections/Dinosaurs.aspx
Ryan,,c4p/nsf-gov/0001600,The GNS Science Paleontological Collection,"fossils, material, collections, application, stratigraphic, images, Cenozoic, microfossils",,Cenozoic,Museums/Centers ,paleontology,"Environmental, Energy, Resources, Paleontology",http://www.gns.cri.nz/Home/Our-Science/Earth-Science/Fossils/Online-Resources/National-Paleontological-Collection-and-Database,,repository,"Repository with about 10,000 specimens, which include Pleistocene to Silurian plant fossils, from algae to angiosperms, catalogued and available for browsing.",,,,,,,,,,,,,,,,,,,,,,,,The GNS Science Paleontological Collection,Repository.JPG,http://www.gns.cri.nz/Home/Our-Science/Earth-Science/Fossils/Online-Resources/National-Paleontological-Collection-and-Database
Ryan,,c4p/nsf-gov/0001601,University of Michigan (Invertebrate Repository),"Mesozoic, Paleozoic, paleobiology, material, well, invertebrate, collections",,"Mesozoic, Paleozoic",Museums/Centers ,,"Paleontology, paleobiology, paleontology, Paleobotany, Vertebrate, Invertebrate, Environmental, exploration, invertebrate, Resources",http://www.lsa.umich.edu/paleontology/collections/invertebratepaleontologycollection,,repository,"The UMMP Invertebrate Paleontology Collection consists of an estimated 2 million specimens (~350,000 lots) of invertebrate macro and microfossils. The collection is  organized in three major sections: a Systematic Collection, a Stratigraphic Collection, and a Type & Figured Collection.  Areas of strength include the Devonian and Silurian of the Michigan Basin ,  the Paleozoic of the US midcontinent,  and the Mesozoic of northern Mexico. The Type & Figured Collection houses nearly 14000 specimens, making it one of the largest in the US.",,,,,,,,,1109 Geddes Ave,Ann Arbor,Michigan,48109-1079,USA,"Ruthven Museums Bldg., 1109 Geddes Ave",Ann Arbor,Michigan,48109-1079,USA,"Our collections number about 10,000 specimens, Including Pleistocene to Silurian plant fossils, from algae to angiosperms, catalogued and available for browsing.",Robyn J. Burnham (rburnham@umich.edu),,,,University of Michigan (Invertebrate Repository),Repository.JPG,http://www.lsa.umich.edu/paleontology/collections/invertebratepaleontologycollection
Ryan,,c4p/nsf-gov/0001602,University of Michigan (Paleobotany Repository),"United States, Paleozoic, well, Cretaceous, collections, Cenozoic",,"Cenozoic, Cretaceous, Paleozoic",Museums/Centers ,,"Botany, Biology, Ecology, Paleontology, Paleobotany, Vertebrate, Invertebrate, evolutionary, environmental, Evolutionary, data, Resources",http://www.lsa.umich.edu/paleontology/collections/paleobotanycollection,,repository,"The UMMP vertebrate collection is particularly rich in Cenozoic mammals, with over 55,000 cataloged specimens/lots in this category.  Other notable material includes late Paleozoic and early Mesozoic reptiles and amphibians, and late Cenozoic fishes.",,,,,,,,,1109 Geddes Ave,Ann Arbor ,Michigan,48109-1079,USA,1239 Kipke Drive,Ann Arbor ,Michigan,48104,USA,"The UMMP Invertebrate Paleontology Collection consists of an estimated 2 million specimens (~350,000 lots) of invertebrate macro and microfossils. The collection is  organized in three major sections: a Systematic Collection, a Stratigraphic Collection, and a Type & Figured Collection.  Areas of strength include the Devonian and Silurian of the Michigan Basin ,  the Paleozoic of the US midcontinent,  and the Mesozoic of northern Mexico. The Type & Figured Collection houses nearly 14000 specimens, making it one of the largest in the US.",Tomasz Baumiller (tomaszb@umich.edu) & Daniel Fisher (dcfisher@umich.edu),,,,University of Michigan (Paleobotany Repository),Repository.JPG,http://www.lsa.umich.edu/paleontology/collections/paleobotanycollection
Ryan,,c4p/nsf-gov/0001603,University of Michigan (Vertebrate Repository),"images, collections, facility",,,Museums/Centers ,paleontology,"paleontology, Paleobotany, Vertebrate, Invertebrate, Paleontology, Resources",http://www.lsa.umich.edu/paleontology/collections ,,repository,"Repository of fossil vertebrates, invertebrates, and plants. The fossils are mainly from Mesozoic- through Cenozoic-aged sites in southern California and northern Baja California, Mexico. Important collections of Paleozoic invertebrates from the eastern United States are also part of the department's holdings. Especially important are the department's collections of marine vertebrates including one of the largest and most diverse assemblages of Pliocene (2-4 million years old, Ma) marine mammals (whales, dolphins, fur seals and walruses) in North America. Also significant are collections of Eocene (40-50 Ma) and Oligocene (28-30 Ma) land mammal fossils from southern California localities.",,,,,,,,,1109 Geddes Ave,Ann Arbor,Michigan,48109-1079,USA,"Ruthven Museums Bldg., 1109 Geddes Ave",Ann Arbor,Michigan,48109-1079,USA,"The UMMP vertebrate collection is particularly rich in Cenozoic mammals, with over 55,000 cataloged specimens/lots in this category.  Other notable material includes late Paleozoic and early Mesozoic reptiles and amphibians, and late Cenozoic fishes.","Philip Gingerich (gingeric@umich.edu), Jeffrey Wilson (wilsonja@umich.edu), Daniel Fisher (dcfisher@umich.edu)",,,,University of Michigan (Vertebrate Repository),Repository.JPG,http://www.lsa.umich.edu/paleontology/collections 
Ryan,,c4p/nsf-gov/0001604,San Diego Natural History Museum,collections,,,Museums/Centers ,paleontology,,http://www.sdnhm.org/science/paleontology/collections/ ,,repository,"Repository of vertebrate, invertebrate, and paleobotanical specimens. The North Carolina Museum of Natural Sciences' paleontology collection includes approximately 56,000 vertebrate, 55,000 invertebrate and 1,000 paleobotanical specimens. The Museum currently is the repository for 34 fossil type specimens (22 invertebrate and 12 vertebrate). Two of the most notable specimens in the Museum's paleontological holdings are skeletons of Acrocanthosaurus atokensis and Thescelosaurus.",,,,,,,,,,,,,,,,,,,,,,,,San Diego Natural History Museum,Repository.JPG,http://www.sdnhm.org/science/paleontology/collections/ 
Ryan,,c4p/nsf-gov/0001605,North Carolina Museum of Natural Sciences,"fossils, Miocene, material, vertebrate, Cretaceous, invertebrate, Cenozoic, Triassic, collections, marine",,,Museums/Centers ,paleontology,,http://naturalsciences.org/research-collections/research-specialties/paleontology,,repository,"Repository of vertebrate fossils. The collection consists of approximately 250,000 cataloged specimens and perhaps three times that number of uncataloged specimens.",,,,,,,,,11 West Jones Street,Raleigh,North Carolina,27601,USA,11 West Jones Street,Raleigh,NC,27601,USA,"Invertebrate Fossils, Vertebrate Fossils, PaleoBotanical Fossils",Vince Schneider [vince.schneider@naturalsciences.org],,,,North Carolina Museum of Natural Sciences,Repository.JPG,http://naturalsciences.org/research-collections/research-specialties/paleontology
Ryan,,c4p/nsf-gov/0001606,Vertebrate Paleontology Laboratory (The University of Texas at Austin),collections,,,Museums/Centers ,paleontology,"Paleontology, Vertebrate, Geology",http://www.jsg.utexas.edu/vpl/collections/,,repository,"Repository of vertebrate fossils. The collection is comprised of over 17,000 specimens ranging from Devonian fish (380 million years ago) to Pleistocene mammoths and cave fossils (15,000 years ago). Although the collections contain a variety of animals, our primary focus has been on dinosaurs from the Intermountain West. In particular, most of the field work has been focused on Upper Jurassic dinosaurs from the Morrison Formation, and Early Cretaceous dinosaurs from the Cedar Mountain Formation of Utah and Colorado.",,,,,,,,,,,,,,,,,,,,,,,,Vertebrate Paleontology Laboratory (The University of Texas at Austin),Repository.JPG,http://www.jsg.utexas.edu/vpl/collections/
Ryan,,c4p/nsf-gov/0001607,"Brigham Young University, Museum of Paleontology ","fossils, Devonian, Pleistocene, vertebrate, Cretaceous, source, collections",,,Museums/Centers ,paleontology,,http://cpms.byu.edu/ESM/research.html ,,repository,"Repository of geological and geophysical data and samples. The  collections of well and surface outcrop samples. The well sample collection contains more than 19,000 sets of samples from exploration, water, and oil wells. Most wells are represented by sets of drill cuttings. Approximately 1150 wells are represented by continuous core or core samples (a total of approximately 205,000 feet). The deepest continuous core in Florida, 2,707 feet, is housed in the FGS repository. ",,,,,,,,,,,,,,,,,,,,,,,,"Brigham Young University, Museum of Paleontology ",Repository.JPG,http://cpms.byu.edu/ESM/research.html 
Ryan,,c4p/nsf-gov/0001608,Geological Data Acquisition Program and Sample Repository,"core, samples, facility, well, mapping, water, collections, drilling, drill, borehole, cores, geologic",,,Museums/Centers ,,,http://www.dep.state.fl.us/geology/programs/geodataaqui.htm,,repository,"Database of climate proxies and there locations. This allows you to select different paleo-oceanographic proxies collected LSCE from their dimension (spatial position, depth, age proxies).",,,,,,,,,3915 Commonwealth Blvd,Tallahassee,Florida, 32399-3000,,,,,,,,Jesse Hurd: jesse.hurd@dep.state.fl.us or David Paul: david.paul@dep.state.fl.us,,,,Geological Data Acquisition Program and Sample Repository,Repository.JPG,http://www.dep.state.fl.us/geology/programs/geodataaqui.htm
Ryan,,c4p/nsf-gov/0001609,Climate Proxies Finder,,,,Museums/Centers ,,,http://webportals.ipsl.jussieu.fr/ScientificApps/dev/forge_patrick/proxies/v1.0/,,repository,"Software to view the USGS core archive. Browse around the world. Zoom in and learn about the core including the date it was collected, core length, the curator, ect. ",,,,,,,,,,,,,,,,,,,,,,,,Climate Proxies Finder,Repository.JPG,http://webportals.ipsl.jussieu.fr/ScientificApps/dev/forge_patrick/proxies/v1.0/
Ryan,,c4p/nsf-gov/0001581, The Cooper Center (Archaeology),coastal,,,Museums/Centers ,"paleonotology, archeaology, paleoenvironment,  geoscience","environmental, Archaeology, archaeology",http://www.jdcoopercenter.org/archaeocollections/,,repository ,"Repository of archeological artifacts. These artifcats range from 10,000 to 50 years ago. Some of the artifact types recovered include cogstones, metates and manos, mortars and pestles, shell beads, hammerstones, projectile points, scrapers, incised stone and pottery sherds. Historical artifacts from the last century include glass bottles and toys. ",,,,,,,,,800 N State College Blvd,Fullerton,California,92834,USA,,,,,,,"Steven James, PhD",,,, The Cooper Center (Archaeology),Repository.JPG,http://www.jdcoopercenter.org/archaeocollections/
Ryan,,c4p/nsf-gov/0001615,Bangor University Marine Bivalve Shell Repository,"Europe, water, climate, dendrochronology, samples, rings, material, tree, stratigraphy, ocean, chronology, applications, Antarctica, economic, reconstruction, images, model, marine, well, change",,,Museums/Centers ,"paleontology, geosciences","Polar, dendrochronology, Energy, stratigraphy, environmental, economic, modelling, Zoology, data, energy, Resources",http://www.bangor.ac.uk/oceansciences/research/php/theme.php?project=463,,repository ,"Repository of vertebrates. Th erepository holds more than 120,000 specimens from five taxa: Fishes, Amphibians and Reptiles (Herpetology), Birds, Mammals, and Osteology. With the exception of birds, our collections are the largest collections of their kind in Colorado. ",,,,,,,,,,Menai Bridge,Anglesey,LL59 5BW,United Kingdom,,Menai Bridge,Anglesey,LL59 5BW,United Kingdom,,Paul Butler: p.g.butler@bangor.ac.uk,,,,Bangor University Marine Bivalve Shell Repository,Repository.JPG,http://www.bangor.ac.uk/oceansciences/research/php/theme.php?project=463
Ryan,,c4p/nsf-gov/0001616,Virginia Museum of Natural History ,"core, climate, material, fossils, vertebrate, global, well, invertebrate, collections, samples, change",,,Museums/Centers ,"paleontology, geosciences","Biodiversity, invertebrate, Paleontology, vertebrate, Vertebrate, Invertebrate, biodiversity, archaeology, data, Archaeology, Resources",http://www.vmnh.net/collections,,repository ,"Repository of invertebrates. The 46,000+ lots of Mollusca are represented by 800,000 cataloged specimens, including 287 primary types. This collection is one of the most significant in the Zoology Section and within the top 15 North American museums. Dating back to the early 1900s, it arose from the collecting efforts of one of the museum's founders, Junius Henderson. The mollusc collection is worldwide in scope, about half marine species, a quarter freshwater species, and the remainder terrestrial forms.",,,,,,,,,,,,,,,,,,,,,,,,Virginia Museum of Natural History ,Repository.JPG,http://www.vmnh.net/collections
Ryan,,c4p/nsf-gov/0001617,University of Colorado Museum of Natural History (Vertebrate),"material, vertebrate, global, well, collections, mammal, Osteology, geographic, marine, Holocene",,,Museums/Centers ,"paleontology, geosciences, vertebrate",,http://cumuseum.colorado.edu/research/vertebrates,,repository ,"Repository of paleontology fossils. The primary focus of the repository is the Early Cenozoic fossil record of the Western Interior of North America, we house a wide variety of vertebrate, invertebrate, plant, and trace fossils, including approximately 150,000 catalogued specimens representing approximately 600,000 objects from more than 8,000 localities in 45 states and 80 countries.",,,,,,,,, 15th and Broadway,Boulder,Colorado,80309,USA,,,,,,,Karen Chin: karen.chin@colorado.edu,,,,University of Colorado Museum of Natural History (Vertebrate),Repository.JPG,http://cumuseum.colorado.edu/research/vertebrates
Ryan,,c4p/nsf-gov/0001618,University of Colorado Museum of Natural History (Invertebrate),"well, marine, collections, invertebrate",,,Museums/Centers ,"paleontology, geosciences, invertebrate",,http://cumuseum.colorado.edu/research/invertebrates,,repository ,"Repository of Diatoms. The Diatom Section of the University of Colorado Museum of Natural History houses a research collection of diatoms that is worldwide in scope, with particular strengthes in North America, Asia, and Africa.",,,,,,,,, 15th and Broadway,Boulder,Colorado,80309,USA,,,,,,,Dena Smith: dena.smith@colorado.edu,,,,University of Colorado Museum of Natural History (Invertebrate),Repository.JPG,http://cumuseum.colorado.edu/research/invertebrates
Ryan,,c4p/nsf-gov/0001619,University of Colorado Museum of Natural History (Paleontology),"fossils, vertebrate, invertebrate, R, collections, Cenozoic",,Cenozoic,Museums/Centers ,"paleontology, geosciences","Botany, Paleontology, paleontology, Entomology, vertebrate, invertebrate, Anthropology, resources",http://cumuseum.colorado.edu/research/paleontology,,repository ,"Repository of drill cores and cuttings. The collections include drill core and cuttings from the Department of Natural Resources and Mines (DNRM) and company exploration programs, and samples from Geological Survey of Queensland (GSQ) mapping fieldwork.",,,,,,,,, 15th and Broadway,Boulder,Colorado,80309,USA,,,,,,,Karen Chin: karen.chin@colorado.edu,,,,University of Colorado Museum of Natural History (Paleontology),Repository.JPG,http://cumuseum.colorado.edu/research/paleontology
Ryan,,c4p/nsf-gov/0001620,University of Colorado Museum of Natural History (Diatoms),"United States, diatoms, ecology, well",,,Museums/Centers ,"paleontology, geosciences, diatoms","biogeography, Botany, ecology, Paleontology, taxonomy, Entomology, Anthropology, Environmental, phylogenetics",http://cumuseum.colorado.edu/research/diatoms,,repository ,"Repository of vertebrate fossils. Major foci of Vertebrate repository include early Cenozoic mammals, fossil birds, marine reptiles, Jurassic dinosaurs and fossil fishes.​",,,,,,,,, 15th and Broadway,Boulder,Colorado,80309,USA,,,,,,,J. Patrick Kociolek: Patrick.Kociolek@colorado.edu,,,,University of Colorado Museum of Natural History (Diatoms),Repository.JPG,http://cumuseum.colorado.edu/research/diatoms
Ryan,,c4p/nsf-gov/0001621,"John Campbell Miles Drill Core Storage Facility (Exploration Data Centre (EDC), Queensland, QLD)","core, material, samples, geology, image, regional, water, mapping, facility, maps, collections, drilling, drill, stratigraphic",,,Museums/Centers ,"paleontology, repositories, scientific drilling","Mining, regional, geology, data, Regional, petroleum, mapping, mining, resources, Exploration, drilling, exploration, Data, Resources, metadata",http://www.business.qld.gov.au/industry/mining/geoscience-products-services/core-rock-collections,,repository ,"Repository of paleobotanical fossils. The collections contain over 400,000 specimens and their associated data. They have been assembled from all over the world, including the Late Permian, Middle Triassic, and Jurassic of Antarctica.​ ",,,,,,,,,"Killara Crescent
Kalkadoon Industrial Estate
MOUNT ISA  QLD  4825
PO Box 334",MOUNT ISA  ,Queensland,4825,Australia ,,,,,,,Randal Thorpe:  randal.thorpe@dnrm.qld.gov.au,,,,"John Campbell Miles Drill Core Storage Facility (Exploration Data Centre (EDC), Queensland, QLD)",Repository.JPG,http://www.business.qld.gov.au/industry/mining/geoscience-products-services/core-rock-collections
Ryan,,c4p/nsf-gov/0001622,The University of Kansas: Biodiversity Institute and Natural History Museum (Vertebrate),"Mesozoic, Devonian, Paleozoic, Pleistocene, global, vertebrate, paleoecology, Cenozoic, mammal, collections, marine",,"Pleistocene, Cenozoic, Mesozoic, Devonian, Paleozoic",Museums/Centers ,"paleontology, repositories, scientific drilling","Ichthyology, Botany, Biodiversity, Paleontology, vertebrate, biogeography, Entomology, Vertebrate, paleoecology, Invertebrate, morphology, Paleobotany, Zoology, mammal, Archaeology",http://biodiversity.ku.edu/vertebrate-paleontology,,repository ,"Repository of vertebrate fossils. The repository is a major national collection, and constitutes one of the most important existing records of vertebrate history and evolution in the southern plains. The collection comprises over 70,000 cataloged specimens. All geological time periods in which vertebrates occur (from Ordovician through Quaternary) are represented by specimens. The majority originate from the late Paleozoic through Pleistocene (roughly the last 300 million years) in Oklahoma and the western United States. ",,,,,,,,,1345 Jayhawk Blvd.,Lawrence,Kansas,66045,,,,,,,,Chris Beard: 785-864-4185,,,,The University of Kansas: Biodiversity Institute and Natural History Museum (Vertebrate),Repository.JPG,http://biodiversity.ku.edu/vertebrate-paleontology
Ryan,,c4p/nsf-gov/0001623,The University of Kansas: Biodiversity Institute and Natural History Museum (Paleobotany),"ecology, Mesozoic, Triassic, geology, global, well, Permian, stratigraphy, Pennsylvanian, stratigraphic, Antarctica, collections, paleobotany, images, Devonian, geologic, Eocene, geography",,"Permian, Devonian, Pennsylvanian, Triassic, Eocene, Mesozoic",Museums/Centers ,"paleontology, vertebrate","Ichthyology, Botany, biology, Biodiversity, Paleontology, Entomology, Vertebrate, stratigraphy, Invertebrate, palynology, ecology, Paleobotany, morphology, Zoology, geology, data, Archaeology, paleobotany, geography",http://biodiversity.ku.edu/paleobotany,,repository ,"Repository of paleobotanical and micropaleontological fossils. The Collection holdings comprise approximately 3,800 samples with associated palynological preparations (ca. 50,000 microscope slides), 8,000 macrofossil specimens, and comparative modern plant material.  The approximate number of type and figured specimens in the Collection numbers over 1,000.  This conservative estimate does not take into account that an individual sample or slide may contain more than one fossil of interest. ",,,,,,,,,1346 Jayhawk Blvd.,Lawrence,Kansas,66045,,,,,,,,Edith Taylor: 785-864-3621,,,,The University of Kansas: Biodiversity Institute and Natural History Museum (Paleobotany),Repository.JPG,http://biodiversity.ku.edu/paleobotany
Ryan,,c4p/nsf-gov/0001625,"Sam Noble Museum, The University of Oklahoma (Vertebrate)","United States, Miocene, Paleozoic, Pleistocene, global, Cretaceous, geologic, Eocene, Ordovician, Permian, vertebrate, Pennsylvanian, collections, samples, material, marine, Paleocene, fossils, Mesozoic, Cenozoic, Triassic, mammal, geographic",,"Ordovician, Mesozoic, Paleozoic, Pleistocene, Cretaceous, Eocene, Permian, Cenozoic, Triassic, Pennsylvanian, Paleocene, Miocene",Museums/Centers ,"paleontology, vertebrates","Ichthyology, Paleontology, vertebrate, Paleobotany, Vertebrate, Invertebrate, mammal, Archaeology, Resources",http://www.snomnh.ou.edu/collections-research/vertpaleo.htm,,repository ,"Repository of mineral cores.  The collection contains more than
60,500 metres of mineral core, 12,500 metres of coal core, and 17,000 rock samples on deposit from various mineral exploration projects in Alberta. The collection is publicly available to prospectors, mineral exploration companies and academia for mineral exploration and research purposes. ",,,,,,,,,2401 Chautauqua Ave., Norman,Oklahoma, 73072-7029,USA,,,,,,,Elisabeth Dowd: efield@ou.edu,,,,"Sam Noble Museum, The University of Oklahoma (Vertebrate)",Repository.JPG,http://www.snomnh.ou.edu/collections-research/vertpaleo.htm
Ryan,,c4p/nsf-gov/0001626,"Sam Noble Museum, The University of Oklahoma (Paleobotany and Micropaleontology)","material, samples, source, Pleistocene, paleobotany, paleoecology, Pennsylvanian, maps, collections, micropaleontology, Paleozoic, geographic",,"Pleistocene, Pennsylvanian, Paleozoic",Museums/Centers ,,"Ichthyology, paleobotany, Paleontology, Paleobotany, Vertebrate, paleoecology, Invertebrate, palynology, Mineralogy, data, Archaeology, Resources",http://www.snomnh.ou.edu/collections-research/paleobotany.htm,,repository ,Repository of well cores. The repository contains a complete library of all cores and samples taken from wells drilled under The Oil and Gas Act for the purpose of oil and gas exploration and development in southwestern Manitoba. ,,,,,,,,,2401 Chautauqua Ave., Norman,Oklahoma, 73072-7029,USA,,,,,,,Elisabeth Dowd: efield@ou.edu,,,,"Sam Noble Museum, The University of Oklahoma (Paleobotany and Micropaleontology)",Repository.JPG,http://www.snomnh.ou.edu/collections-research/paleobotany.htm
Ryan,,c4p/nsf-gov/0001627,"Alberta Geological Survey, Mineral Core Research Facility ","map, GIS, core, facility, samples, geology",,,Museums/Centers ,,"GIS, Geology, Energy, geology, exploration, Exploration, Resources",http://www.ags.gov.ab.ca/services/mcrf/,,repository ,"Repository of drill core and cuttings. The repository is a collection of drill core and drill cuttings recovered primarily from oil, gas, and potash exploration by industry in the southern part of the province. This material, plus rock and mineral samples from mapping of the Precambrian Shield and some northern drill core, is housed in the Subsurface Geological Laboratory where examination facilities (including a confidential room) are available.",,,,,,,,,,,,,,,,,,,,,,,,"Alberta Geological Survey, Mineral Core Research Facility ",Repository.JPG,http://www.ags.gov.ab.ca/services/mcrf/
Ryan,,c4p/nsf-gov/0001628,"Manitoba Mineral Resources, Core Facility ","core, GIS, facility, Paleozoic, well, samples, stratigraphic, cores",,Paleozoic,Museums/Centers ,,"GIS, data, Energy, Petroleum, Analysis, exploration, Data, Resources",http://www.gov.mb.ca/iem/petroleum/core/,,repository ,"Repository of paleobotanical fossils. The collection holds about 16,000 specimens. Among the Paleozoic plants, the Pennsylvania-aged collection is particularly significant, especially the Cannelton/Mansfield, Lacoe, and Oleksyshyn collections. Tertiary holdings include collections made by invertebrate and vertebrate paleontologists from localities previously unknown to paleobotanists and the excellent and large collection of Green River flora. ",,,,,,,,,,,,,,,,,,,,,,,,"Manitoba Mineral Resources, Core Facility ",Repository.JPG,http://www.gov.mb.ca/iem/petroleum/core/
Ryan,,c4p/nsf-gov/0001629,Saskatchewan Core and Sample Repository ,"core, drill, material, mapping, samples, cores, East",,,Museums/Centers ,,"Mining, Petroleum, mapping, Subsurface, Economic, exploration, Resources",http://economy.gov.sk.ca/Default.aspx?DN=689e67ad-20f0-4460-a2d3-1ae8496ae30c,,repository ,"Repository of vertebrate fossils. The collection holds over 100,000 specimens of fossil vertebrates, ranging in size from the tiny teeth of shrews and rodents to mammoths. Our collections include representatives of every class of fossil vertebrates, but fossil mammals from the Cenozoic (the last 65 million years) form the bulk of the collections.",,,,,,,,,,,,,,,,,,,,,,,,Saskatchewan Core and Sample Repository ,Repository.JPG,http://economy.gov.sk.ca/Default.aspx?DN=689e67ad-20f0-4460-a2d3-1ae8496ae30c
