ID#info,Name#info,System#multi,FunctionalDescription#info,Component Type#multi,Function#multi,Maturity/status,Steward-Organization,References-Links#link,References-Text#info,Interfaces#multi,InterchangeFormats#multi,InformationModels#multi,Implementation#multi,#name,#img,#href
ci:00171,IDN Metadata Web System,International Directory Network (IDN),"This GCMD/IDN Metadata Web Service is a RESTful service for retrieving and publishing Earth science resources (data set descriptions, service descriptions, ancillary descriptions, keywords, etc.). It provides a machine-to-machine interface exposing the following capabilities:
--Retrieval of a list of all metadata documents and filtering by a query expression (e.g., by instrument)
--Retrieval of a specific metadata document, using its unique identifier.
--Retrieval of a list of unique identifiers of metadata documents and filtering by a query expression.
--Retrieval of a list of keywords for a specific metadata field.
--Retrieval of a list of all personnel (e.g., principal investigators) and their contact information from the personnel database with the ability to filter results by last name.
--Retrieval of specific “personnel” contact information from the personnel database given: first, middle, and/or last name.
--Validation of a metadata document before publishing the document to the directory",specification,metadata managment,,GCMD CEOS NASA,http://idn.ceos.org/idn-resources/connect/clients/mws/MetadataWebServiceAPI.pdf,,http,,,,IDN Metadata Web System,identifier.jpg,http://idn.ceos.org/idn-resources/connect/clients/mws/MetadataWebServiceAPI.pdf
ci:00172,OpenID,,authentication component,,,,,,,,,,,OpenID,identifier.jpg,
ci:00173,VIVO,,,,,,,http://about.vivosearchlight.org/,,,,,,VIVO,identifier.jpg,http://about.vivosearchlight.org/
ci:00174,rsync,Server OS *nix,"rsync mirrors a directory tree of files and can incrementally detect updates to files and only transfer changes. It's a very basic, efficient and proven UNIX technology",server application,information exchange,,,,,,,,,rsync,informationModel.jpg,
ci:00175,MessagePack,Ocean Observatory Initiative (OOI),"MessagePack is a binary-based efficient object serialization library. It enables to exchange structured objects between many languages like JSON. But unlike JSON, it is very fast and small.",software library,information exchange,,,http://msgpack.org/,,,,,,MessagePack,infomrationModel.jpg,http://msgpack.org/
ci:00176,bagIT,,"spec for packaging data, with metadata",specification,information exchange,operational,,,,,,,,bagIT,infomrationModel.jpg,
ci:00177,"GRIB1, GRIB2",,data format,specification,information exchange,,,,,,,,,"GRIB1, GRIB2",infomrationModel.jpg,
ci:00178,CGI vocabularies,IUGS CGI,Collection of vocabularies for populating geoscience data interchange documents,vocabulary,information exchange,operational,,,,,,,,CGI vocabularies,infomrationModel.jpg,
ci:00179,CLEAN Climate and Energy Vocabularies,,"Climate Literacy and Energy Awareness Network. a set of terms that define climate science, climate change, and energy awareness. The idea of these terms, or ""vocabularies"" is to allow users to easily search the collection of activities to hone in on their specific areas of interest. Each teaching resource is tagged with the appropriate vocabularies so that the collection can be browsed across various subject areas.  The vocabularies have 7 top-level terms which are defined by sub-level terms, 43 secondary and 40 tertiary level terms. In some cases additional explanation about the meaning of the vocabularies is provided in a ""mouse-over"" function and is displayed below in parenthesis.",vocabulary,information exchange,operational,"National Science Digital Library (NSDL) Pathways project;  NOAA, NSF, DOE",http://cleanet.org/clean/about/climate_energy_.html,,web page,,,,CLEAN Climate and Energy Vocabularies,infomrationModel.jpg,http://cleanet.org/clean/about/climate_energy_.html
ci:00180,EO vocabulary,GEOSS,There doesn't seem to be an actual artefact.,vocabulary,information exchange,conceptual,GEOSS,,"OGC AIP-7 Architecture report, Figure 7",,,,,EO vocabulary,infomrationModel.jpg,
ci:00181,YAGO,,"YAGO is a huge semantic knowledge base, derived from Wikipedia WordNet and GeoNames. Currently, YAGO has knowledge of more than 10 million entities (like persons, organizations, cities, etc.) and contains more than 120 million facts about these entities.",vocabulary,information exchange,Operational,Department D5 of the Max Planck Institute for Informatics,http://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/,,SPARQL,"Turtle, tsv",OWL,OWL,YAGO,infomrationModel.jpg,http://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/
ci:00182,Marine Metadata Interoperability references,Marine Metadata Interoperability Web Site,"The MMI maintains a wide range of metadata references, including guides, protocols and standards, vocabularies and ontologies, and projects.",web site,information exchange,operational,Marine Metadata Interoperability project,"http://marinemetadata.org, http://marinemetadata.org/references",,,,,,Marine Metadata Interoperability references,infomrationModel.jpg,"http://marinemetadata.org, http://marinemetadata.org/references"
ci:00183,genomic standards consortium,,"standards for genomic data (metadata, BIOM)",,,,,,,,,,,genomic standards consortium,infomrationModel.jpg,
ci:00184,AgreementMaker,,"user friendly, powerful, and flexible ontology and schema matching system. Last wiki update 2013",application,information exchange,operational,"Advances in Information Systems Laboratory, University of Illinois at Chicago",http://agreementmaker.org/wiki/index.php/AgreementMaker,,,"RDFS, OWL, XML",RDF/OWL,Java,AgreementMaker,informationModel.jpg,http://agreementmaker.org/wiki/index.php/AgreementMaker
ci:00185,Client-server interface components,GEOSS,machine to machine interaction,component,information exchange,unknown,GEOSS,,OGC AIP-7 Architecture report,,,,,Client-server interface components,informationModel.jpg,
ci:00186,ODM Tools,UCHIC,python packages for manipulating time series represented with ODM2,component,information exchange,in progress,,https://github.com/UCHIC/ODMToolsPython,,"API, GUI",,ODM2,python,ODM Tools,informationModel.jpg,https://github.com/UCHIC/ODMToolsPython
ci:00187,Common Data Model (CDM),Unidata,"Unidata’s Common Data Model (CDM) is an abstract, object-oriented data model for scientific datasets. It merges the netCDF, OPeNDAP, and HDF5 data models to create a common API for many types of scientific data. The NetCDF Java library is an implementation of the CDM which can read file formats that can be accessed through the CDM data model.  The model defines a collection of objects with attributes and operations for representing and operating on datasets. The operations define an API for accessing data.
The Common Data Model has three layers, which build on top of each other to add successively richer semantics:
---The data access layer, also know as the syntactic layer, handles data reading and writing. Objects include Dataset, Group, Dimension, Attribute, Variable, Structure, Sequence, Array, ArrayStructure, StructureData, Datatype, EnumTypedef; 
---The coordinate system layer identifies the coordinates of the data arrays. Coordinates are a completely general concept for scientific data; the model includes specialized georeferencing coordinate systems. Objects include Variable, CoordinateSystem, CoordinateTransformation, ProjectionCT, VerticalCT, CoordinateAxis, and AxisType.
---The scientific feature type layer identifies specific types of data, such as grids, radial, and point data, adding specialized methods for each kind of data.",information model,data access,operational,,,,CDM API,,,,Common Data Model (CDM),informationModel.jpg,
ci:00188,Advanced Message Queuing Protocol (AMQP),,"AMQP enables complete interoperability for messaging middleware, both the networking protocol and the semantics of broker services are defined in AMQP. The AMQP model explicitly defines the server's semantics because interoperability demands the same semantics for any server implementation. To enable technology-neutral interoperability, AMQP defines an efficient wire-level format with modern features. Financial institution focus. Receive, Queue and route messages.  ISO/IEC 19464, also an OASIS adopted standard.",information model,information exchange,operational,ISO| OASIS,http://www.amqp.org,,,,,,Advanced Message Queuing Protocol (AMQP),informationModel.jpg,http://www.amqp.org
ci:00189,ENVO ontology,,"EnvO is a community ontology for the concise, controlled description of environments.   a community-led, open project which seeks to provide an ontology for specifying a wide range of environments relevant to multiple life science disciplines and, through an open participation model, to accommodate the terminological requirements of all those needing to annotate data using ontology classes. This paper summarises ENVO’s motivation, content, structure, adoption, and governance approach. The ontology is available from http://purl.obolibrary.org/obo/envo.owl webcite - an OBO format version is also available by switching the file suffix to “obo”.",information model,information exchange,operational,community,http://www.jbiomedsem.com/content/4/1/43 ; http://environmentontology.org/,,,,,,ENVO ontology,informationModel.jpg,http://www.jbiomedsem.com/content/4/1/43 ; http://environmentontology.org/
ci:00190,ODM2,UCHIC,"Observation data model v.2..  Data model for observation data; generated by CUHASI group, extended to be more generic. Conceputally related to ISO19156 and OGC Observation and Measurement model.",information model,information exchange,beta draft,UCHIC,https://github.com/UCHIC/ODM2,,,,ODM2,DBWrench,ODM2,informationModel.jpg,https://github.com/UCHIC/ODM2
ci:00191,semantic web services protocol and architecture (SSWAP) interchange format,iPlant,language for describing web services,interchange format,information exchange,,iPlant,"Goff et al., 2011",,,,,,semantic web services protocol and architecture (SSWAP) interchange format,informationModel.jpg,"Goff et al., 2011"
ci:00192,NFS,Server OS *nix,Networked File System,interchange format,machine interface,operational,,,,,,,,NFS,informationModel.jpg,
ci:00193,LDAP,Server OS *nix,"The Lightweight Directory Access Protocol (LDAP) is an open, vendor-neutral directory service protocol to provide a mechanism used to connect to, search, and modify Internet directories. The LDAP directory service is based on a client-server model, and runs on a layer above the TCP/IP stack.",interface,information exchange,operational,Fedora,http://tools.ietf.org/html/rfc4510,,,,,,LDAP,informationModel.jpg,http://tools.ietf.org/html/rfc4510
ci:00194,Open Annotation Data Model,World Wide Web (WWW),,specification,annotation,W3C community Draft,W3C,http://www.openannotation.org/spec/core/,,,RDF,,,Open Annotation Data Model,informationModel.jpg,http://www.openannotation.org/spec/core/
ci:00195,Provenance database,CINERGI,"stores provenance information generated throughout CINERGI metadata pipeline. Eventually, will store user annotations and additional metadata not mapped to ISO 19115/19139 schema",component,data management,planned,CINERGI,,,http,"JSON, XML?",W3C PROV,Neo4J,Provenance database,database.jpg,
ci:00196,FigShare,,,,,,,,,,,,,FigShare,collaboration_tools_repository.png,
ci:00197,NCAR Community Data Portal,NCAR,,,,,,,,,,,,NCAR Community Data Portal,collaboration_tools_repository.png,
ci:00198,NSDIC,,"national snow and ice data center: polar data, high altitude data..",,,,,,,,,,,NSDIC,collaboration_tools_repository.png,
ci:00199,NSF Data centers,,"we need to have all of these in here, with info aobut their resources and interfaces",,,,,,,,,,,NSF Data centers,collaboration_tools_repository.png,
ci:00200,SeaDAS,OceanColor Web, image analysis package for the processing and display of satellite ocean color data.,,,,Goddard Space Flight Center,http://seadas.gsfc.nasa.gov/,,,,,,SeaDAS,collaboration_tools_repository.png,http://seadas.gsfc.nasa.gov/
ci:00201,SlideShare,,,,,,,,,,,,,SlideShare,collaboration_tools_repository.png,
ci:00202,"Word Topography,   Bathymetry",Community Surface Dynamics Modeling System (CSDMS),,,,,,http://csdms.colorado.edu/wiki/Topography_data,,,,,gridded,"Word Topography,   Bathymetry",collaboration_tools_repository.png,http://csdms.colorado.edu/wiki/Topography_data
ci:00203,World Tectonic Stress Map,,,,,,,http://dc-app3-14.gfz-potsdam.de/pub/ introduction/introduction_frame.html,,,,,"gridded, with points and lines",World Tectonic Stress Map,collaboration_tools_repository.png,http://dc-app3-14.gfz-potsdam.de/pub/ introduction/introduction_frame.html
ci:00204,ODM data loader,HIS,wrapper to ETL data to load streaming data  into ODM Database,application,data processing,,"HIS, Utah State Univ.",,,User interface,,,,ODM data loader,software_application.png,
ci:00205,psycopg2,Ocean Observatory Initiative (OOI),Psycopg is the most popular PostgreSQL adapter for the Python programming language. At its core it fully implements the Python DB API 2.0 specifications. Several extensions allow access to many of the features offered by PostgreSQL.,interface,data access,operational,,,,,,,,psycopg2,software_application.png,
ci:00206,CFChecker,Desktop cross platform,"The 'cfchecks.py' script checks that the contents of a NetCDF file comply with the Climate and Forecasts (CF) Metadata Convention. The CF-checker was developed at the Hadley Centre for Climate Prediction and Research, UK Met Office by Rosalyn Hatcher. This work was supported by PRISM (PRogramme for Integrated Earth System Modelling).

Development and maintenance for the CF-checker has now been taken over by the NCAS Computational Modelling Services (NCAS-CMS). If you have suggestions for improvement then please e-mail Rosalyn Hatcher at NCAS-CMS (r.s.hatcher@reading.ac.uk).",application,validation,operational,NCAS Computational Modelling Services (NCAS-CMS) / University of Reading,http://pypi.python.org/pypi/cfchecker/2.0.2,,,,,,CFChecker,software.png,http://pypi.python.org/pypi/cfchecker/2.0.2
ci:00207,Annotopia,World Wide Web (WWW),"Open Annotation services platform. Universal annotation hub, collections of modules that provide services for creating, persisting, searching and enriching annotation. OpenAnnotation compliant.  NIF and BioPortal connectors. Aggregate annotation and provide through single information exchange.  Defines an OpenAnnotation RESTful API.",cloud platform,annotation,operational,Architected and developed by Dr. Paolo Ciccarese. Annotopia is a product of the MIND Informatics group - at Massachusetts General Hospital - directed by Tim Clark. http://www.slideshare.net/paolociccarese/annotopia-overview-by-paolo-ciccarese,https://github.com/Annotopia/Annotopia,,custom HTTP API,JSON-LD,W3C Open Annotation,"Jena, Virtuoso, JSON-LD internal objects, Spring Security, OpenID, OpenAuth",Annotopia,software.png,https://github.com/Annotopia/Annotopia
ci:00208,CINERGI integrated search interface,CINERGI,front-end web client for cross-domain search,component,discovery,operational,CINERGI,hydro10.sdsc.edu,,GUI| http,"JSON, XML?",ISO19115,Custom client over Geoportal/SOLR,CINERGI integrated search interface,software.png,hydro10.sdsc.edu
ci:00209,Community Resource Viewer,CINERGI,"front-end application for domain-specific resource catalog, to support browsing, faceted search, inventory curation and updates ",component,discovery,operational,CINERGI,connections.earthcube.org,,"GUI, http","JSON, oData","domain-specific, subset of ISO19115","PivotViewer custom client, ASP.NET, HTML5/OpenLink",Community Resource Viewer,software.png,connections.earthcube.org
ci:00210,EuroGEOSS Discovery Broker,GEOSS,"mediation tier: facilitates discovery of available resources by making interoperable the heterogeneous discovery, listing, and inventory services provided by the GEO different Communities.",component,discovery,operational,GEOSS,OGC AIP-7 Architecture report,,"CSW, ISO 23950, OpenSearch -Geo, OAI-PMH",,,,EuroGEOSS Discovery Broker,software.png,OGC AIP-7 Architecture report
ci:00211,GeoBlacklight,,software package for SOLR search UI ,component,discovery,,,,,,,,,GeoBlacklight,software.png,
ci:00212,GEOSS clearinghouse,GEOSS,user interface component: Provides search access to high-level metadata from all catalogs registered in the CSR through remote harvest of metadata or provision of distributed search. Indexes all CSR entries.,component,discovery,,GEOSS,OGC AIP-7 Architecture report,,"CSW, ISO 23950",,,,GEOSS clearinghouse,software.png,OGC AIP-7 Architecture report
ci:00213,Information extractors,CINERGI,components for correcting metadata issues found by the validator,component,ETL,planned,CINERGI,,,http,"JSON, XML?","ISO19115, PROV","python, java…, possibly reusing DPLA",Information extractors,software.png,
ci:00214,CINERGI metadata harvester,CINERGI,Component that collects resource descriptions,component,harvest,"operational in geoportal, openGeoPlatform, NIF DISCO; need to adapt for CINERGI",CINERGI Project,,,CSW| OAI-PMH| WAF, XML| CSV| JSON,agnostic,Geoportal,CINERGI metadata harvester,software.png,
ci:00215,Event management system,iPlant,permits both users and computational applications to publish and subscribe to notifications about the status of various activities in the iPlant CI,component,notification,unknown,iPlant,"Goff et al., 2011",,Custom HTTP API: Event,,,,Event management system,software.png,"Goff et al., 2011"
ci:00216,Metadata crawler,CINERGI,a crawler component of information extractors to explore landing pages and determine keywords,component,processing,in progress,CINERGI,,,http,"JSON, XML?",ISO19115,"python, java",Metadata crawler,software.png,
ci:00217,Acquisition scheduler,Ocean observatory initiative (OOI),,component,scheduling,conceptual,,,,,,,,Acquisition scheduler,software.png,
ci:00218,Action plan generator,CINERGI, recommends components and workflows for fixing issues reported in validation process; like DPLA action plans,component,workflow management,planned,,,See OGC TEAM gitHub,,"JSON, XML?","interchange format for describing validation problems, e.g. EARL, TestNG",,Action plan generator,software.png,
ci:00219,TeraGrid,iPlant,"Replaced by XSEDE. TeraGrid is an open scientific discovery infrastructure combining leadership class resources at 11 partner sites to create an integrated, persistent computational resource. Using high-performance network connections, TeraGrid integrates high-performance computers, data resources and tools, and high-end experimental facilities around the country. Currently, TeraGrid resources include more than 2.5 petaflops of computing capability and more than 50 petabytes of online and archival data storage, with rapid access and retrieval over high-performance networks. Researchers can also access more than 100 discipline-specific databases. With this combination of resources, the TeraGrid is the world's largest, most comprehensive distributed cyberinfrastructure for open scientific research.",platform,computation,,iPlant,https://www.xsede.org/wwwteragrid/archive/about.html,"Goff et al., 2011;",Custom HTTP API: ,,,TeraGrid,TeraGrid,software.png,https://www.xsede.org/wwwteragrid/archive/about.html
ci:00220,Intermapper,Ocean Observatory Initiative (OOI),"Will be used for providing notification of failing components on the network. Can be used for application checking, but requires customization of scripts to implement. ",server application,notification,operational,Dartware,http://www.intermapper.com,,,,,,Intermapper,software.png,http://www.intermapper.com
ci:00221,numpy,,"NumPy is the fundamental package for scientific computing with Python. It contains among other things: a powerful N-dimensional array object, sophisticated (broadcasting) functions, tools for integrating C/C++ and Fortran code, useful linear algebra, Fourier transform, and random number capabilities

",software library,computation,operational,,http://www.numpy.org/,,,,,,numpy,software.png,http://www.numpy.org/
ci:00222,gevent,Ocean Observatory Initiative (OOI),gevent is a coroutine-based Python networking library that uses greenlet to provide a high-level synchronous API on top of the libevent event loop.,software library,notification,operational,,,,,,,,gevent,software.png,
ci:00223,iPython Notebook,Ocean Observatory Initiative (OOI),"The IPython Notebook is a web-based interactive computational environment where you can combine code execution, text, mathematics, plots and rich media into a single document",user interface,computation,operational,,http://ipython.org/notebook,,,,,,iPython Notebook,software.png,http://ipython.org/notebook
ci:00224,ITAPS Mesh,MOAB,"Many applications need advanced software tools to manage the complexities associated with sophisticated geometry, mesh, and field manipulation tasks, particularly as computer architectures move toward the petascale. The Center for Interoperable Technologies for Advanced Petascale Simulations (ITAPS) will deliver interoperable and interchangeable mesh, geometry, and field manipulation services that are of direct use to scientific applications.",web application framework,computation,operational,Lawrence Livermore National Labs,http://www.itaps.org/,,,,,,ITAPS Mesh,software.png,http://www.itaps.org/
ci:00225,Integrated environmental models,GEOSS,"a modeling system constructed using a set of interdependent science based components (models, data, and assessment methods), capable of simulating environmental systems relevant to a well specified problem statement.",system,modeling,,GEOSS,,OGC AIP-7 Architecture report,,,,,Integrated environmental models,tool-icon.jpg,
ci:00226,MODIS Reprojection Tool Web Interface (MRTWeb),remote sensing,reproject MODIS satellite data,"USGS, LP DAAC",,,,,,,,,,MODIS Reprojection Tool Web Interface (MRTWeb),tool-icon.jpg,
ci:00227,NCAR command language,NCAR,pyton based tools for data and processing ,,,,,,,,,,,NCAR command language,tool-icon.jpg,
ci:00228,NetCDF Java Library,,"The Java NetCDF library provides a common data model for accessing and manipulating science data sets. It can access remote datasets in many formats, including NetCDF, OpenDAP, GRIB/GRIB2, CSV etc. It enables to manipulate datasets",,,,Unidata,,,,,,,NetCDF Java Library,tool-icon.jpg,
ci:00229,OpenTopography,,,,,,,,,,,,,OpenTopography,tool-icon.jpg,
ci:00230,SciCrunch,Neuroscience information framework (NIF),,,,,,,,,,,,SciCrunch,tool-icon.jpg,
ci:00231,ErdDAP API,,"For every ERDDAP feature that you as a human with a browser can use, there is an almost identical feature that is designed to be easy for computer programs to use",API,data presentation,operational,NOAA,http://coastwatch.pfeg.noaa.gov/erddap/rest.html,,,,,,ErdDAP API,vizualization.png,http://coastwatch.pfeg.noaa.gov/erddap/rest.html
ci:00232,GoogleMaps,Ocean Observatory Initiative (OOI),,application,geographic information management,operational,Google,http://earth.google.com/,,,,,,GoogleMaps,vizualization.png,http://earth.google.com/
ci:00233,ArcGIS online,World Wide Web (WWW),Geographic data and visualization cloud platform,cloud platform,geographic information management,operational,,,,ESRI REST,,,,ArcGIS online,vizualization.png,
ci:00234,Data presenter,Ocean observatory initiative (OOI),,component,data presentation,,,,,,,,planned?,Data presenter,vizualization.png,
ci:00235,Components to process data into useful information,GEOSS,"Top level abstract component.  Implement modeling, integration and assimilation techniques as input to the decision support systems required in response to societal needs",component,data processing,conceptual,GEOSS,,OGC AIP-7 Architecture report,,,,,Components to process data into useful information,vizualization.png,
ci:00236,Process Engine,Ocean observatory initiative (OOI),,component,data processing,conceptual,,,,,,,planned?,Process Engine,vizualization.png,
ci:00237,workflow management component,GEOSS,"Encapsulates an engine capable of managing workflows, services, activities, and workflow execution instances",component,data processing,,GEOSS,,OGC AIP-7 Architecture report,"BPEL, WPS",,,,workflow management component,vizualization.png,
ci:00238,Matlab,Ocean Observatory Initiative (OOI),Software system to perform data analysis and display. ,desktop application,data processing,operational,,,,,,,,Matlab,vizualization.png,
ci:00239,PyTables,,PyTables is a package for managing hierarchical datasets and designed to efficiently and easily cope with extremely large amounts of data.,desktop application,data processing,operational,,http://www.pytables.org/moin,,,,,,PyTables,vizualization.png,http://www.pytables.org/moin
ci:00240,R,Ocean Observatory Initiative (OOI),Software to perform data analysis and display.,desktop application,data processing,operational,Open Source,http://www.r-project.org/,,,,,,R,vizualization.png,http://www.r-project.org/
ci:00241,ArcGIS,Desktop MS Windows,Desktop GIS platform,Desktop application,geographic information management,operational,ESRI,,,WMS | WFS | WCS | ESRI REST | ArcObjects API,,,"C#, compiled, closed source",ArcGIS,vizualization.png,
ci:00242,NCtoolbox,,nctoolbox is a Matlab toolbox that provides read-only access to common data model datasets,integration,data processing,operational,,http://code.google.com/p/nctoolbox/,,,,,,NCtoolbox,vizualization.png,http://code.google.com/p/nctoolbox/
ci:00243,ErdDAP,,"ERDDAP is a data server that gives you a simple, consistent way to download subsets of gridded and tabular scientific datasets in common file formats and make graphs and maps. A Java based OpenDAP server that provides a rich frontend for registration, access and transformation of datasets. Does not actually cache any dataset. Configured via an XML file.",server application,data presentation,operational,NOAA,http://coastwatch.pfeg.noaa.gov/erddap/index.html,,,,,,ErdDAP,vizualization.png,http://coastwatch.pfeg.noaa.gov/erddap/index.html
ci:00244,Hyrax Server,,"Hyrax is an OPeNDAP server analogous to THREDDS. Hyrax has a Java based frontend and a scalable, high performance C++ based backend. The backend is a data server which responds to requests for data stored on a local file system. The backend service also provides for functional operations on the dataset. ",server application,data presentation,,OPeNDAP Foundation,"http://www.opendap.org/download/hyrax.html ;
http://docs.opendap.org/index.php/Hyrax",,,,,,Hyrax Server,vizualization.png,"http://www.opendap.org/download/hyrax.html ;
http://docs.opendap.org/index.php/Hyrax"
ci:00245,portrayal servers,GEOSS,"Produces visual pictures from geographic data, e.g., Web Map Service (WMS), Coverage Portrayal Services (CPS) and Feature Portrayal Services (FPS).",server application,data presentation,conceptual,GEOSS,,OGC AIP-7 Architecture report,"WMS, WFS, WCS,",,,,portrayal servers,vizualization.png,
ci:00246,Processing Servers,GEOSS,Components that accepts requests to process data using an algorithm hosted in the component. The data is accessed from a remote service.,server application,data processing,conceptual,GEOSS,,OGC AIP-7 Architecture report,"WPS, ACCESS",,,,Processing Servers,vizualization.png,
ci:00247,HighCharts,Ocean Observatory Initiative (OOI),"Highcharts is a charting library written in pure HTML5/JavaScript, offering intuitive, interactive charts to your web site or web application. Highcharts currently supports line, spline, area, areaspline, column, bar, pie, scatter, angular gauges, arearange, areasplinerange, columnrange, bubble, box plot, error bars, funnel, waterfall and polar chart types",software library,data presentation,operational,,http://www.highcharts.com/,,,,,,HighCharts,vizualization.png,http://www.highcharts.com/
ci:00248,matplotlib,Ocean Observatory Initiative (OOI),"Matplotlib provides high quality 2D and 3D plotting for Python. Matplotlib can produce plots on screen using a variety of GUI toolkits, including Tk, PyGTK, PyQt4 and wxPython. It also provides a number of commands useful for scientific computing, all with a syntax compatible with that of the popular Matlab program. ",software library,data presentation,operational,Open Source,"http://matplotlib.sourceforge.net/

http://ipython.org/ipython-doc/stable/interactive/reference.html#plotting-with-matplotlib",,,,,,matplotlib,vizualization.png,"http://matplotlib.sourceforge.net/

http://ipython.org/ipython-doc/stable/interactive/reference.html#plotting-with-matplotlib"
ci:00249,PyDap,Ocean Observatory Initiative (OOI),"Pydap is a modular python library for DAP and NetCDf in python. It provides access to IO layer of the common data model from both NetCDF files and DAP encoded data. The arrays, variables, attributes and dimensions are exposed as numpy arrays and python objects. ",software library,data processing,http://groups.google.com/group/pydap,http://groups.google.com/group/pydap,http://groups.google.com/group/pydap,,,,,,PyDap,vizualization.png,http://groups.google.com/group/pydap
ci:00250,OGC Spatial Data Access Tool,Oak Ridge National Laboratory (ORNL) DAAC,"a Open Geospatial Consortium (OGC) standards based web interface to visualize and download spatial data in various user selected spatial/temporal extents, file formats, and projections. Several data sets including land cover, biophysical parameters, elevation, and selected ORNL DAAC archived data are available through SDAT. KMZ files are also provided for data visualization in Google Earth.",web service client,data presentation,,"Oak Ridge National Laboratory, NASA, ","http://daac.ornl.gov/spatial_data_access.shtml, http://webmap.ornl.gov/wcsdown/",,,,,,OGC Spatial Data Access Tool,vizualization.png,"http://daac.ornl.gov/spatial_data_access.shtml, http://webmap.ornl.gov/wcsdown/"
ci:00251,Giovanni,Goddard Earth Sciences Data and Information Services Center (GES DISC),"Giovanni is a Web application developed by the GES DISC to provide a simple, intuitive way to visualize, analyze, and access vast amounts of Earth science remote sensing data, particularly from satellites, without having to download the data. Giovanni consists of several portals tailored to meet the needs of different Earth science research communities.  To use a Giovanni portal, click the its link in the lists under the left tab above.  Giovanni includes data for aerosols, atmospheric chemistry, atmospheric temperature and moisture, and rainfall.  Giovanni also includes output from assimilation models covering a wealth of atmospheric, land surface and oceanographic parameters.",web site,data presentation,operational,Goddard Space Flight center NASA,http://disc.sci.gsfc.nasa.gov/giovanni,,,,,,Giovanni,vizualization.png,http://disc.sci.gsfc.nasa.gov/giovanni
ci:00252,Global Data Explorer,Land Processes Distributed Active Archive Center (LP DAAC),"Web map application for ASTER, MODIS SRTM data",web site,data presentation,operational,"USGS, NASA, LP DAAC",http://gdex.cr.usgs.gov/gdex,,,,,,Global Data Explorer,vizualization.png,http://gdex.cr.usgs.gov/gdex
ci:00253,Global Visualization Viewer,Earth Resources Observation and Science (EROS) Center,"The USGS Global Visualization Viewer (GloVis) is a quick and easy online search and order tool for selected satellite and aerial data. The viewer allows user-friendly access to browse images from the multiple EROS data holdings. Through a graphic map display, the user can select any area of interest and immediately view all available browse images within the USGS inventory for the specified location. From the browse image viewer page, the user may either navigate to view adjacent scene locations or select a new area of interest. GloVis also offers additional features such as cloud cover limits, date limits, user-specified map layer displays, scene list maintenance, and access to metadata. An ordering interface is provided for data that have processing options available. A downloading interface is provided for datasets that are available at no charge.",web site,data presentation,operational,USGS,http://glovis.usgs.gov/,,,,,,Global Visualization Viewer,vizualization.png,http://glovis.usgs.gov/
ci:00254,OneGeology Portal,OneGeology,"Web map application, allows viewing of multiple geolgoic map services from OneGeology catalog, some simple symbolization customization and data exploration for services that conform to a service profile for GEosciML portrayal",web site,data presentation,operational,OneGeology consortium,http://portal.onegeology.org/,,,GML simple feature,GeoSciML portrayal,,OneGeology Portal,vizualization.png,http://portal.onegeology.org/
ci:00255,State of the Ocean (SOTO),Physical Oceanography DAAC (PODAAC),"SOTO provides near real-time data that gets displayed on a virtual globe and is annotated to give context descriptions of the ocean's features and events, kml overlays (ice extent, hurricane tracks, clouds). It also provides data layers for sea surface temperature, sea surface height, ocean color, ocean winds, sea surface salinity, and ocean currents",web site,data presentation,operational,JPL NASA,http://podaac-tools.jpl.nasa.gov/soto/,,,,,,State of the Ocean (SOTO),vizualization.png,http://podaac-tools.jpl.nasa.gov/soto/
ci:00256,Wilber,IRIS,Web site for viewing seismic events,web site,data presentation,operational,,http://ds.iris.edu/wilber3,,,,,,Wilber,vizualization.png,http://ds.iris.edu/wilber3
ci:00257,WorldView,EOSDIS,"Worldview provides the capability to interactively browse global, full-resolution satellite imagery and then download the underlying data. Most of the 100+ available products are updated within three hours of observation, essentially showing the entire Earth as it looks right now.",web site,data presentation,operational,NASA,https://earthdata.nasa.gov/labs/worldview/,,,,,,WorldView,vizualization.png,https://earthdata.nasa.gov/labs/worldview/
ci:00258,"Mission, Instrument, and Measurements (MIM) database",GEOSS,"compilation of space mission, instrument, and measurement information contained in the Committee on Earth Observation Satellites (CEOS) Earth Observation Handbook. The CEOS MIM database is updated annually from formal surveys of CEOS members.",database,discovery,,GEOSS,,OGC AIP-7 Architecture report,,,,,"Mission, Instrument, and Measurements (MIM) database",vocabulary.jpg,
ci:00259,vocabulary manager,Marine Metadata Interoperability Web Site,The MMI Ontology Registry and Repository provides vocabulary management ,server application,resource access,operational,Marine Metadata Interoperability Project,http://mmisw.org/orr,,,,,,vocabulary manager,vocabulary.jpg,http://mmisw.org/orr
ci:00260,SWEET,,,vocabulary,,operational,,,,,,,,SWEET,vocabulary.jpg,
